product1_id,product1_title,product1_brand,product1_description,product2_id,product2_title,product2_brand,product2_description,label
P004391,"Xiaomi Redmi Note 13 Pro 256GB, Midnight Refurbished",Xiaomi,"Xiaomi's Redmi Note 13 Pro features Snapdragon 8 Gen 3, 256GB, 50 MP triple camera, Refurbished for everyday use.",P004392,Refurbished Xiaomi Redmi Note 13 Pro (256 GB) Midnight,Xiaomi,"Redmi Note 13 Pro by Xiaomi: 50 MP triple camera, Snapdragon 8 Gen 3, 256 GB, Refurbished.",1
P002507,"Refurbished Samsung Galaxy A54 128GB, Midnight",Samsung,"This Galaxy A54 from Samsung is equipped with Exynos 2400, 128GB, 48MP main camera, Refurbished.",P002508,Refurbished Samsung Galaxy A54 (128 GB) Midnight,Samsung,"The Samsung Galaxy A54 comes with Exynos 2400, 48MP main camera, Refurbished, 128 GB.",1
P026685,RT-AX88U Black - ASUS Wi-Fi 6,ASUS,ASUS's RT-AX88U features Wi-Fi 6 for everyday use.,P026686,"v1 ASUS RT-AX88U, Black",ASUS,Experience v1 with the ASUS RT-AX88U.,0
P023805,Crucial P5 Plus (1TB) Black SATA SSD,Crucial,"Crucial's P5 Plus features 1TB, 7000 MB/s read speed, USB-C interface, SATA SSD for everyday use.",P023806,SATA SSD Crucial P5 Plus 2TB Black,Crucial,"This P5 Plus from Crucial is equipped with 2TB, 560 MB/s read speed, SATA SSD, PCIe 4.0 interface.",0
P014755,Katana 15 512GB SSD Black - MSI Core i5 RTX 3050,MSI,"The MSI Katana 15 comes with Core i7 RTX 3050, Core i5 RTX 3050, 16GB RAM, 512GB SSD.",P014756,Core i5 RTX 3050 MSI Katana 15 (512GB SSD) Black,MSI,"Experience Core i7 RTX 3050, 512GB SSD, 16GB RAM, Core i5 RTX 3050 with the MSI Katana 15.",1
P012719,"Ryzen 5 Asus Zenbook 14 256GB SSD, Space Gray",Asus,"The Asus Zenbook 14 comes with 32 GB RAM, 256GB SSD, Ryzen 5 5600H, Ryzen 5.",P012720,Asus Zenbook 14 256GB SSD Space Gray Ryzen 5,Asus,"Asus's Zenbook 14 features Ryzen 5 5600H, Ryzen 5, 256GB SSD, 32 GB RAM for everyday use.",1
P010289,Dell Inspiron 15 (512GB SSD) Blue Non-Touch Display,Dell,"Dell's Inspiron 15 features Non-Touch Display, 32 GB RAM, Core i7 RTX 3050, 512GB SSD for everyday use.",P010290,Non-Touch Display XPS 13 512GB SSD Blue - Dell,Dell,"The Dell XPS 13 comes with Ryzen 5 5600H, 16GB RAM, 512GB SSD, Non-Touch Display.",0
P008897,Nothing Phone 2 128GB Midnight Refurbished,Nothing,"Phone 2 by Nothing: Refurbished, 50 MP triple camera, 128GB, Exynos 2400.",P008898,Nothing Phone 2 Midnight 512GB Refurbished,Nothing,"Experience 512GB, 50 MP triple camera, Refurbished, 6.1 Super Retina XDR with the Nothing Phone 2.",0
P018717,Puma Softride Rift Black/White UK 7,Puma,"This Softride Rift from Puma is equipped with UK 7, Mesh upper, 43 inch screen.",P018718,Puma Anzarun Lite UK 7 Black/White,Puma,"Anzarun Lite by Puma: Mesh upper, UK 7, 43 inch screen.",0
P004927,Open Box Xiaomi Xiaomi 14 256GB Midnight,Xiaomi,"Experience Open Box, 6.1-inch OLED display, 48MP main camera, 256GB with the Xiaomi Xiaomi 14.",P004928,Open Box Xiaomi Xiaomi 14 256 GB Midnight,Xiaomi,"The Xiaomi Xiaomi 14 comes with 6.1-inch OLED display, 256 GB, Open Box, 48MP main camera.",1
P000947,Apple iPhone 15 512GB Desert Titanium,Apple,"iPhone 15 by Apple: Exynos 2400, 108MP quad camera, 512GB.",P000948,Apple iPhone 15 512 GB Desert Titanium,Apple,"This iPhone 15 from Apple is equipped with 512 GB, Exynos 2400, 108MP quad camera.",1
P013103,Acer Swift 3 Black 256GB SSD Touch Display,Acer,"Swift 3 by Acer: 256GB SSD, 32 GB RAM, Core i7 RTX 3050, Touch Display.",P013104,Swift 3 256GB SSD Black - Acer Touch Display,Acer,"Swift 3 by Acer: 256GB SSD, 32 GB RAM, Touch Display, Core i7 RTX 3050.",1
P011179,Windows 11 Lenovo ThinkPad E14 256GB SSD Space Gray,Lenovo,"ThinkPad E14 by Lenovo: 256GB SSD, 32 GB RAM, Windows 11, Ryzen 7 RTX 4060.",P011180,Windows 11 Lenovo ThinkPad E14 (256GB SSD) Space Grey,Lenovo,"ThinkPad E14 by Lenovo: Ryzen 7 RTX 4060, 32 GB RAM, Windows 11, 256GB SSD.",1
P023811,Portable SSD P5 Plus 4TB Black - Crucial,Crucial,"The Crucial P5 Plus comes with 1050 MB/s transfer speed, 4TB, USB-C interface, Portable SSD.",P023812,"Crucial P5 Plus 4TB, Black Portable SSD",Crucial,"This P5 Plus from Crucial is equipped with USB-C interface, 1050 MB/s transfer speed, Portable SSD, 4TB.",1
P000969,New iPhone 15 Pro 64GB Black - Apple,Apple,"Apple's iPhone 15 Pro features 64GB, 50 MP triple camera, A16 Bionic chip, New for everyday use.",P000970,Apple iPhone 15 Pro (64GB) Desert Titanium New,Apple,"This iPhone 15 Pro from Apple is equipped with 64GB, A16 Bionic chip, New, 48MP main camera.",0
P001699,Refurbished Galaxy S23 Ultra 256GB Phantom Black - Samsung,Samsung,"Samsung's Galaxy S23 Ultra features 6.1 Super Retina XDR, Refurbished, 256GB, Tensor G3 for everyday use.",P001700,Samsung Galaxy S23 Ultra Phantom Black 256 GB Refurbished,Samsung,"The Samsung Galaxy S23 Ultra comes with 256 GB, Tensor G3, 6.1 Super Retina XDR, Refurbished.",1
P024937,iRobot Roomba j7+ Yellow/Nickel Cordless Vacuum,iRobot,"This Roomba j7+ from iRobot is equipped with Cordless Vacuum, 60 minute runtime, 230AW suction power.",P024938,Roomba j7+ Yellow/Nickel - iRobot Robot Vacuum,iRobot,"Roomba j7+ by iRobot: Robot Vacuum, 60 minute runtime, Powerful cyclone suction.",0
P025949,PS5 CD Projekt Red Cyberpunk 2077 Standard,CD Projekt Red,Cyberpunk 2077 by CD Projekt Red: PS5.,P025950,Xbox Series X CD Projekt Red Cyberpunk 2077 Standard,CD Projekt Red,The CD Projekt Red Cyberpunk 2077 comes with Xbox Series X.,0
P001651,Samsung Galaxy S23 Desert Titanium 128GB New,Samsung,"This Galaxy S23 from Samsung is equipped with 50 MP triple camera, 128GB, New, 6.5in LCD 120Hz.",P001652,Samsung Galaxy S23 (128 GB) Desert Titanium New,Samsung,"Samsung's Galaxy S23 features 128 GB, 50 MP triple camera, New, 6.5in LCD 120Hz for everyday use.",1
P016701,LG UQ7500 4K (50 inch) Black,LG,"This UQ7500 4K from LG is equipped with 55in display, QHD resolution, 50 inch.",P016702,"LG NanoCell 4K 50 inch, Black",LG,"The LG NanoCell 4K comes with 55in display, 4K UHD resolution, 50 inch.",0
P008199,Renewed Motorola Edge 50 Pro 64GB Black,Motorola,"The Motorola Edge 50 Pro comes with 64GB, 6.7 inch AMOLED, Renewed, 50 MP triple camera.",P008200,Edge 50 Pro 64 GB Black - Motorola Renewed,Motorola,"Experience 64 GB, Renewed, 50 MP triple camera, 6.7 inch AMOLED with the Motorola Edge 50 Pro.",1
P001885,Samsung Galaxy S24 Ultra Phantom Black 256GB Refurbished,Samsung,"Experience 6.7 inch AMOLED, Refurbished, 256GB, 108MP quad camera with the Samsung Galaxy S24 Ultra.",P001886,Refurbished Samsung Galaxy S24 Ultra Phantom Black 512GB,Samsung,"Galaxy S24 Ultra by Samsung: Exynos 2400, 48MP main camera, Refurbished, 512GB.",0
P012823,TUF Gaming A15 256GB SSD Space Gray - Asus Ubuntu Linux,Asus,"Experience Ubuntu Linux, 256GB SSD, 32 GB RAM, Ryzen 7 RTX 4060 with the Asus TUF Gaming A15.",P012824,"Ubuntu Linux Asus TUF Gaming A15 256GB SSD, Space Gray",Asus,"This TUF Gaming A15 from Asus is equipped with 32 GB RAM, 256GB SSD, Ubuntu Linux, Ryzen 7 RTX 4060.",1
P001383,Apple iPhone 16 (64GB) Midnight New,Apple,"This iPhone 16 from Apple is equipped with New, 64GB, Tensor G3, 6.5in LCD 120Hz.",P001384,iPhone 16 64 GB Midnight - Apple New,Apple,"This iPhone 16 from Apple is equipped with Tensor G3, New, 6.5in LCD 120Hz, 64 GB.",1
P009291,"Nothing Phone 2a 128GB, Desert Titanium",Nothing,"Nothing's Phone 2a features 128GB, 6.7 inch AMOLED, 108MP quad camera for everyday use.",P009292,Nothing Phone 2a (128 GB) Desert Titanium,Nothing,"Phone 2a by Nothing: 6.7 inch AMOLED, 128 GB, 108MP quad camera.",1
P017365,OnePlus U1S Black 43 inch,OnePlus,"Experience QHD resolution, 43 inch, 55in display with the OnePlus U1S.",P017366,OnePlus U1S (65 inch) Black,OnePlus,"OnePlus's U1S features 55in display, QHD resolution, 65 inch for everyday use.",0
P006327,"Refurbished Vivo X90 128GB, Green",Vivo,"This X90 from Vivo is equipped with Refurbished, Tensor G3, 128GB, 50 MP triple camera.",P006328,"Refurbished Vivo X90 128 GB, Green",Vivo,"The Vivo X90 comes with 128 GB, Tensor G3, 50 MP triple camera, Refurbished.",1
P024289,"Dyson V12 Detect Slim, Silver Cordless Vacuum",Dyson,"Dyson's V12 Detect Slim features Cordless Vacuum, Powerful cyclone suction, 90 minute runtime for everyday use.",P024290,"Dyson V8, Silver Cordless Vacuum",Dyson,"This V8 from Dyson is equipped with Cordless Vacuum, 60 minute runtime, Powerful cyclone suction.",0
P001653,Samsung Galaxy S23 Green 128GB Open Box,Samsung,"The Samsung Galaxy S23 comes with 6.1-inch OLED display, 108MP quad camera, 128GB, Open Box.",P001654,Samsung Galaxy S23 (256GB) Green Open Box,Samsung,"Samsung's Galaxy S23 features Open Box, 6.1 Super Retina XDR, 48MP main camera, 256GB for everyday use.",0
P003017,Renewed OnePlus 12 (64GB) Phantom Black,OnePlus,"OnePlus's 12 features Renewed, 64GB, 48MP main camera, Exynos 2400 for everyday use.",P003018,12 256GB Phantom Black - OnePlus Renewed,OnePlus,"The OnePlus 12 comes with Renewed, 108MP quad camera, 256GB, 6.7 inch AMOLED.",0
P023591,My Passport 1TB Black - WD Portable SSD,WD,"Experience SATA III interface, Portable SSD, 1050 MB/s transfer speed, 1TB with the WD My Passport.",P023592,"Portable SSD WD My Passport 1TB, Black",WD,"My Passport by WD: SATA III interface, 1TB, 1050 MB/s transfer speed, Portable SSD.",1
P010969,"Core i7 16GB RAM Dell Vostro 14 1TB SSD, Black",Dell,"The Dell Vostro 14 comes with Core i7 16GB RAM, Core i5 12th Gen, 32 GB RAM, 1TB SSD.",P010970,Dell Vostro 14 Black 1TB SSD Windows 11,Dell,"Experience 1TB SSD, Core i5 12th Gen, 8GB RAM, Windows 11 with the Dell Vostro 14.",0
P016517,Samsung Crystal 4K UHD Black 50 inch,Samsung,"The Samsung Crystal 4K UHD comes with 55in display, 50 inch, 4K UHD resolution.",P016518,Crystal 4K UHD 55 inch Black - Samsung,Samsung,"This Crystal 4K UHD from Samsung is equipped with 55in display, 55 inch, QHD resolution.",0
P017243,Mi 5A Pro Black 55 inch,Mi,"Experience Full HD resolution, 43 inch screen, 55 inch with the Mi 5A Pro.",P017244,5A Pro 55 inch Black - Mi,Mi,"Mi's 5A Pro features 43 inch screen, Full HD resolution, 55 inch for everyday use.",1
P018317,Adidas Duramo SL UK 7 Blue,Adidas,"This Duramo SL from Adidas is equipped with Mesh upper, 55in display, UK 7.",P018318,Adidas Duramo SL UK 9 Blue,Adidas,"This Duramo SL from Adidas is equipped with UK 9, Mesh upper, 43 inch screen.",0
P011431,IdeaPad Slim 5 1TB SSD Blue - Lenovo Core i9 RTX 4070,Lenovo,"Experience 8GB RAM, Core i7 RTX 3050, Core i9 RTX 4070, 1TB SSD with the Lenovo IdeaPad Slim 5.",P011432,Lenovo IdeaPad Slim 5 Blue 1TB SSD Core i9 RTX 4070,Lenovo,"Lenovo's IdeaPad Slim 5 features 8GB RAM, Core i9 RTX 4070, Core i7 RTX 3050, 1TB SSD for everyday use.",1
P013745,Acer Predator Helios (512GB SSD) Blue Core i5 RTX 3050,Acer,"Experience Core i5 RTX 3050, 512GB SSD, Ryzen 5 5600H, 8GB RAM with the Acer Predator Helios.",P013746,Non-Touch Display Predator Helios 512GB SSD Blue - Acer,Acer,"Experience 512GB SSD, Non-Touch Display, Ryzen 7 RTX 4060, 32 GB RAM with the Acer Predator Helios.",0
P013747,Predator Helios 512GB SSD Blue - Acer Non-Touch Display,Acer,"Predator Helios by Acer: 512GB SSD, Core i5 12th Gen, 16GB RAM, Non-Touch Display.",P013748,Non-Touch Display Predator Helios 512GB SSD Blue - Acer,Acer,"The Acer Predator Helios comes with 16GB RAM, Core i5 12th Gen, Non-Touch Display, 512GB SSD.",1
P026363,Super Mario Odyssey Standard - Nintendo Nintendo Switch,Nintendo,Super Mario Odyssey by Nintendo: Nintendo Switch.,P026364,"Nintendo Switch Nintendo Super Mario Odyssey, Standard",Nintendo,The Nintendo Super Mario Odyssey comes with Nintendo Switch.,1
P013259,Ryzen 7 RTX 4060 Acer Aspire 7 (512GB SSD) Blue,Acer,"Acer's Aspire 7 features Ryzen 7 RTX 4060, Ryzen 7 RTX 4060, 512GB SSD, 32 GB RAM for everyday use.",P013260,"Acer Aspire 7 512GB SSD, Blue Ryzen 7 RTX 4060",Acer,"The Acer Aspire 7 comes with Ryzen 7 RTX 4060, 32 GB RAM, Ryzen 7 RTX 4060, 512GB SSD.",1
P023205,Samsung 970 EVO Plus 500GB Black SATA SSD,Samsung,"Experience 500GB, SATA III interface, 1050 MB/s transfer speed, SATA SSD with the Samsung 970 EVO Plus.",P023206,970 EVO Plus 2TB Black - Samsung SATA SSD,Samsung,"This 970 EVO Plus from Samsung is equipped with 2TB, 7000 MB/s read speed, SATA SSD, USB-C interface.",0
P005265,Google Pixel 7 (64GB) Midnight Refurbished,Google,"Pixel 7 by Google: 64GB, 50 MP triple camera, 6.5in LCD 120Hz, Refurbished.",P005266,Refurbished Google Pixel 7 Midnight 128GB,Google,"Pixel 7 by Google: 128GB, 6.5in LCD 120Hz, Refurbished, 50 MP triple camera.",0
P009669,Ryzen 5 HP Envy x360 (1TB SSD) Black,HP,"The HP Envy x360 comes with Ryzen 7 RTX 4060, 16GB RAM, Ryzen 5, 1TB SSD.",P009670,Ryzen 5 HP Envy x360 1TB SSD Space Gray,HP,"HP's Envy x360 features 1TB SSD, 32 GB RAM, Core i7 RTX 3050, Ryzen 5 for everyday use.",0
P010021,"Ryzen 7 RTX 4060 HP Envy x360 256GB SSD, Space Gray",HP,"HP's Envy x360 features 256GB SSD, Ryzen 7 RTX 4060, 16GB RAM, Ryzen 7 RTX 4060 for everyday use.",P010022,"HP Envy x360 256GB SSD, Space Gray Non-Touch Display",HP,"The HP Envy x360 comes with Ryzen 5 5600H, Non-Touch Display, 256GB SSD, 8GB RAM.",0
P007225,Refurbished Oppo Reno 11 Pro Desert Titanium 128GB,Oppo,"Oppo's Reno 11 Pro features 128GB, 108MP quad camera, Refurbished, Exynos 2400 for everyday use.",P007226,Oppo Reno 11 Pro Phantom Black 128GB Refurbished,Oppo,"The Oppo Reno 11 Pro comes with 128GB, Refurbished, Exynos 2400, 108MP quad camera.",0
P001201,New Apple iPhone 16 Pro 256GB Titanium Gray,Apple,"Experience 50 MP triple camera, 6.1 Super Retina XDR, 256GB, New with the Apple iPhone 16 Pro.",P001202,New iPhone 16 Pro 256GB Blue - Apple,Apple,"Experience 48MP main camera, 6.1-inch OLED display, 256GB, New with the Apple iPhone 16 Pro.",0
P002231,Samsung Galaxy S23 Ultra (512GB) Midnight Renewed,Samsung,"Experience 108MP quad camera, 6.1-inch OLED display, Renewed, 512GB with the Samsung Galaxy S23 Ultra.",P002232,"Renewed Samsung Galaxy S23 Ultra 512 GB, Midnight",Samsung,"Samsung's Galaxy S23 Ultra features 6.1-inch OLED display, 108MP quad camera, Renewed, 512 GB for everyday use.",1
P019039,Puma Anzarun Lite UK 7 Grey,Puma,"The Puma Anzarun Lite comes with UK 7, Leather upper, 43 inch screen.",P019040,Anzarun Lite UK 7 Grey - Puma,Puma,"Experience 43 inch screen, UK 7, Leather upper with the Puma Anzarun Lite.",1
P023433,SATA SSD WD Blue SN580 (4TB) Black,WD,"Blue SN580 by WD: 4TB, 1050 MB/s transfer speed, PCIe 4.0 interface, SATA SSD.",P023434,"WD My Passport 4TB, Black SATA SSD",WD,"Experience SATA SSD, PCIe 4.0 interface, 1050 MB/s transfer speed, 4TB with the WD My Passport.",0
P025105,iRobot Roomba Combo j9+ Silver with crevice tool,iRobot,"This Roomba Combo j9+ from iRobot is equipped with 60 minute runtime, with crevice tool, Powerful cyclone suction.",P025106,"with pet hair tool iRobot Roomba Combo j9+, Silver",iRobot,"iRobot's Roomba Combo j9+ features with pet hair tool, 60 minute runtime, 230AW suction power for everyday use.",0
P009409,HP Victus (256GB SSD) Silver Non-Touch Display,HP,"This Victus from HP is equipped with 256GB SSD, 32 GB RAM, Ryzen 7 RTX 4060, Non-Touch Display.",P009410,"Non-Touch Display HP Envy x360 256GB SSD, Silver",HP,"HP's Envy x360 features Non-Touch Display, Core i7 RTX 3050, 256GB SSD, 8GB RAM for everyday use.",0
P022185,Dell UltraSharp U2723QE 24 inch Silver,Dell,"Dell's UltraSharp U2723QE features 24 inch, 60Hz refresh rate, QHD resolution for everyday use.",P022186,Dell UltraSharp U2723QE Silver 34 inch,Dell,"This UltraSharp U2723QE from Dell is equipped with 34 inch, 165Hz refresh rate, Full HD resolution.",0
P010985,Core i9 RTX 4070 Vostro 14 256GB SSD Silver - Dell,Dell,"The Dell Vostro 14 comes with Core i9 RTX 4070, 256GB SSD, Ryzen 7 RTX 4060, 8GB RAM.",P010986,Windows 11 Vostro 14 256GB SSD Silver - Dell,Dell,"Dell's Vostro 14 features 8GB RAM, Windows 11, 256GB SSD, Ryzen 5 5600H for everyday use.",0
P002159,"Samsung Galaxy S23 Ultra 64GB, Black",Samsung,"Samsung's Galaxy S23 Ultra features 64GB, 6.7 inch AMOLED, Snapdragon 8 Gen 3 for everyday use.",P002160,Galaxy S23 Ultra 64 GB Black - Samsung,Samsung,"Galaxy S23 Ultra by Samsung: 6.7 inch AMOLED, Snapdragon 8 Gen 3, 64 GB.",1
P009225,Nothing Phone 2a Black 64GB Refurbished,Nothing,"Phone 2a by Nothing: 6.1 Super Retina XDR, 50 MP triple camera, 64GB, Refurbished.",P009226,Phone 2a 64GB Midnight - Nothing Refurbished,Nothing,"Nothing's Phone 2a features Refurbished, Snapdragon 8 Gen 3, 48MP main camera, 64GB for everyday use.",0
P012801,Ryzen 7 RTX 4060 Asus TUF Gaming A15 1TB SSD Black,Asus,"This TUF Gaming A15 from Asus is equipped with 8GB RAM, 1TB SSD, Ryzen 7 RTX 4060, Core i5 12th Gen.",P012802,Asus TUF Gaming A15 (1TB SSD) Black Core i5 RTX 3050,Asus,"This TUF Gaming A15 from Asus is equipped with Ryzen 5 5600H, 1TB SSD, Core i5 RTX 3050, 32 GB RAM.",0
P005953,"Open Box Google Pixel 8a 256GB, Blue",Google,"This Pixel 8a from Google is equipped with 6.1 Super Retina XDR, 256GB, 48MP main camera, Open Box.",P005954,"Open Box Google Pixel 8a 256GB, Phantom Black",Google,"Pixel 8a by Google: Open Box, Tensor G3, 256GB, 48MP main camera.",0
P008071,"Realme Narzo 60 128GB, Desert Titanium Open Box",Realme,"Experience Open Box, 128GB, Dimensity 9200, 108MP quad camera with the Realme Narzo 60.",P008072,Open Box Narzo 60 128 GB Desert Titanium - Realme,Realme,"The Realme Narzo 60 comes with 128 GB, Open Box, 108MP quad camera, Dimensity 9200.",1
P015157,Airdopes 311 Pro White - Boat,Boat,"Experience Up to 30 hours battery, Heart rate monitor with the Boat Airdopes 311 Pro.",P015158,Rockerz 255 White - Boat,Boat,"Boat's Rockerz 255 features 22hr playback, Bluetooth 5.3 for everyday use.",0
P005835,Pixel 8 Pro 512GB Midnight - Google Renewed,Google,"Google's Pixel 8 Pro features 48MP main camera, Renewed, 512GB, 6.5in LCD 120Hz for everyday use.",P005836,Renewed Google Pixel 8 Pro Midnight 512 GB,Google,"Experience 512 GB, 6.5in LCD 120Hz, Renewed, 48MP main camera with the Google Pixel 8 Pro.",1
P013891,Touch Display Apple MacBook Air M2 256GB SSD Blue,Apple,"MacBook Air M2 by Apple: 32 GB RAM, 256GB SSD, Touch Display, Core i7 RTX 3050.",P013892,Apple MacBook Air M2 Blue 256GB SSD Touch Display,Apple,"MacBook Air M2 by Apple: Core i7 RTX 3050, 32 GB RAM, 256GB SSD, Touch Display.",1
P024875,Robot Vacuum iRobot Roomba 694 Black,iRobot,"Experience 60 minute runtime, Robot Vacuum, Powerful cyclone suction with the iRobot Roomba 694.",P024876,Roomba 694 Black - iRobot Robot Vacuum,iRobot,"The iRobot Roomba 694 comes with Robot Vacuum, Powerful cyclone suction, 60 minute runtime.",1
P011217,Lenovo IdeaPad Slim 5 Black 256GB SSD Ryzen 5,Lenovo,"This IdeaPad Slim 5 from Lenovo is equipped with Core i5 12th Gen, 8GB RAM, Ryzen 5, 256GB SSD.",P011218,Ryzen 5 Yoga Slim 7 256GB SSD Black - Lenovo,Lenovo,"Lenovo's Yoga Slim 7 features 256GB SSD, Ryzen 5, 16GB RAM, Ryzen 7 RTX 4060 for everyday use.",0
P019045,Puma Anzarun Lite (UK 7) Black/White,Puma,"Puma's Anzarun Lite features Leather upper, 43 inch screen, UK 7 for everyday use.",P019046,Puma Anzarun Lite (UK 9) Black/White,Puma,"This Anzarun Lite from Puma is equipped with breathable knit, UK 9, 55in display.",0
P014557,MSI Modern 14 Silver 256GB SSD Core i9 RTX 4070,MSI,"Modern 14 by MSI: 256GB SSD, 32 GB RAM, Core i9 RTX 4070, Core i5 12th Gen.",P014558,Core i9 RTX 4070 MSI Modern 14 Silver 512GB SSD,MSI,"This Modern 14 from MSI is equipped with 16GB RAM, Core i5 12th Gen, Core i9 RTX 4070, 512GB SSD.",0
P016765,LG UQ7500 4K (50 inch) Black,LG,"Experience 50 inch, QHD resolution, 55in display with the LG UQ7500 4K.",P016766,LG UQ7500 4K (55 inch) Black,LG,"LG's UQ7500 4K features QHD resolution, 55in display, 55 inch for everyday use.",0
P013251,Ryzen 5 Acer Predator Helios 256GB SSD Black,Acer,"This Predator Helios from Acer is equipped with 256GB SSD, 8GB RAM, Ryzen 5 5600H, Ryzen 5.",P013252,Predator Helios 256GB SSD Black - Acer Ryzen 5,Acer,"Experience Ryzen 5, 256GB SSD, Ryzen 5 5600H, 8GB RAM with the Acer Predator Helios.",1
P009355,Nothing Phone 2 (256GB) Black New,Nothing,"This Phone 2 from Nothing is equipped with New, Exynos 2400, 256GB, 6.1 Super Retina XDR.",P009356,Nothing Phone 2 256 GB Black New,Nothing,"The Nothing Phone 2 comes with 256 GB, Exynos 2400, New, 6.1 Super Retina XDR.",1
P017389,"OnePlus U1S 50 inch, Black",OnePlus,"Experience QHD resolution, 43 inch screen, 50 inch with the OnePlus U1S.",P017390,OnePlus U1S Black 65 inch,OnePlus,"U1S by OnePlus: 65 inch, 4K UHD resolution, 43 inch screen.",0
P024851,with extra filter Stratos Silver - Shark,Shark,"Experience 40 minute runtime, 230AW suction power, with extra filter with the Shark Stratos.",P024852,Shark Stratos Silver with extra filter,Shark,"Experience 40 minute runtime, 230AW suction power, with extra filter with the Shark Stratos.",1
P013591,"Core i5 RTX 3050 Acer Swift 3 256GB SSD, Silver",Acer,"Swift 3 by Acer: Core i5 12th Gen, 256GB SSD, 16GB RAM, Core i5 RTX 3050.",P013592,Core i5 RTX 3050 Acer Swift 3 256GB SSD Silver,Acer,"Swift 3 by Acer: 256GB SSD, Core i5 12th Gen, Core i5 RTX 3050, 16GB RAM.",1
P003277,11 64GB Blue - OnePlus,OnePlus,"OnePlus's 11 features 6.5in LCD 120Hz, 64GB, Dimensity 9200 for everyday use.",P003278,11 64GB Midnight - OnePlus,OnePlus,"OnePlus's 11 features 108MP quad camera, 6.1-inch OLED display, 64GB for everyday use.",0
P007049,Reno 10 512GB Titanium Gray - Oppo New,Oppo,"Oppo's Reno 10 features 512GB, New, 6.1-inch OLED display, Dimensity 9200 for everyday use.",P007050,New Reno 10 512GB Desert Titanium - Oppo,Oppo,"Oppo's Reno 10 features 6.1-inch OLED display, 108MP quad camera, New, 512GB for everyday use.",0
P013633,Core i7 16GB RAM Swift 3 1TB SSD Black - Acer,Acer,"Experience Core i7 16GB RAM, 1TB SSD, Ryzen 7 RTX 4060, 8GB RAM with the Acer Swift 3.",P013634,Swift 3 1TB SSD Black - Acer Windows 11,Acer,"This Swift 3 from Acer is equipped with Ryzen 7 RTX 4060, 1TB SSD, 8GB RAM, Windows 11.",0
P021383,Mirrorless Camera Canon EOS R10 with 24-70mm Lens Black,Canon,"Canon's EOS R10 features Mirrorless Camera, with 24-70mm Lens, 33MP resolution, 1-inch sensor for everyday use.",P021384,EOS R10 with 24-70mm Lens Black - Canon Mirrorless Camera,Canon,"Experience 1-inch sensor, Mirrorless Camera, 33MP resolution, with 24-70mm Lens with the Canon EOS R10.",1
P005555,Pixel 7 512GB Black - Google Open Box,Google,"Google's Pixel 7 features Open Box, 6.1 Super Retina XDR, 512GB, Tensor G3 for everyday use.",P005556,Pixel 7 512 GB Black - Google Open Box,Google,"Experience 6.1 Super Retina XDR, Open Box, 512 GB, Tensor G3 with the Google Pixel 7.",1
P008105,Motorola Edge 50 Pro 512GB Phantom Black,Motorola,"Motorola's Edge 50 Pro features 108MP quad camera, 512GB, Snapdragon 8 Gen 3 for everyday use.",P008106,Motorola Moto G84 Phantom Black 512GB,Motorola,"Experience 48MP main camera, 512GB, Exynos 2400 with the Motorola Moto G84.",0
P023565,"SATA SSD WD Blue SN580 1TB, Black",WD,"This Blue SN580 from WD is equipped with 1TB, 560 MB/s read speed, SATA SSD, SATA III interface.",P023566,SATA SSD WD Blue SN580 4TB Black,WD,"This Blue SN580 from WD is equipped with SATA SSD, 7000 MB/s read speed, 4TB, PCIe 4.0 interface.",0
P011235,Touch Display Lenovo Legion 5 Silver 512GB SSD,Lenovo,"This Legion 5 from Lenovo is equipped with 512GB SSD, Ryzen 7 RTX 4060, Touch Display, 16GB RAM.",P011236,Legion 5 512GB SSD Silver - Lenovo Touch Display,Lenovo,"Lenovo's Legion 5 features 16GB RAM, 512GB SSD, Ryzen 7 RTX 4060, Touch Display for everyday use.",1
P007697,11 Pro 64GB Titanium Gray - Realme Renewed,Realme,"11 Pro by Realme: 48MP main camera, 64GB, Renewed, 6.7 inch AMOLED.",P007698,"Realme 11 Pro 64GB, Green Renewed",Realme,"The Realme 11 Pro comes with 64GB, Tensor G3, Renewed, 50 MP triple camera.",0
P013957,Apple MacBook Pro 14 M3 256GB SSD Black Ryzen 5,Apple,"The Apple MacBook Pro 14 M3 comes with 256GB SSD, Ryzen 5, 16GB RAM, Core i5 12th Gen.",P013958,Ryzen 5 Apple MacBook Pro 14 M3 1TB SSD Black,Apple,"Apple's MacBook Pro 14 M3 features Ryzen 5, 16GB RAM, Ryzen 7 RTX 4060, 1TB SSD for everyday use.",0
P015573,"Apple AirPods Pro 2, Teal",Apple,"The Apple AirPods Pro 2 comes with Heart rate monitor, 22hr playback.",P015574,"Apple AirPods 3rd Gen, Teal",Apple,"AirPods 3rd Gen by Apple: ANC enabled, IP67 water resistant.",0
P005391,Google Pixel 8 128GB Midnight,Google,"Experience 128GB, 108MP quad camera, Exynos 2400 with the Google Pixel 8.",P005392,Google Pixel 8 Midnight 128 GB,Google,"Pixel 8 by Google: Exynos 2400, 108MP quad camera, 128 GB.",1
